# file...... output/LOAD54_data.csv
# date...... Fri May  6 19:23:13 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD54:base_power_A, Bus900:measured_power.real, Bus900:measured_power.imag, inv_54_sol:VA_Out.real, inv_54_batt:VA_Out.real, Bus900:measured_voltage_A.real, Bus900:measured_voltage_A.imag, Bus900:measured_current_A.real, Bus900:measured_current_A.imag
2019-04-21 00:35:00 GMT,+4121.48,+2882.04,+2472.89,+0,+415.146,+204.434,-104.334,+7.36087,-15.8529
2019-04-21 00:36:00 GMT,+4121.48,+2882.04,+2472.89,+0,+415.146,+204.434,-104.334,+7.36087,-15.8529
2019-04-21 00:37:00 GMT,+4121.48,+2881.79,+2472.89,+0.250206,+415.146,+204.435,-104.334,+7.36053,-15.8527
2019-04-21 00:38:00 GMT,+4121.48,+2880.48,+2472.89,+1.56069,+415.146,+204.441,-104.335,+7.35877,-15.8513
2019-04-21 00:39:00 GMT,+4121.48,+2878.1,+2472.89,+3.93851,+415.146,+204.452,-104.337,+7.35557,-15.849
2019-04-21 00:40:00 GMT,+4080.64,+2838.16,+2448.39,+11.1851,+415.146,+204.775,-104.602,+7.24893,-15.6593
2019-04-21 00:41:00 GMT,+4080.64,+2834.8,+2448.38,+14.5595,+415.146,+204.789,-104.605,+7.24444,-15.656
2019-04-21 00:42:00 GMT,+4080.64,+2828.27,+2448.38,+21.0949,+415.146,+204.818,-104.61,+7.23567,-15.6495
2019-04-21 00:43:00 GMT,+4080.64,+2828.85,+2448.38,+20.5135,+415.146,+204.816,-104.61,+7.23645,-15.6501
2019-04-21 00:44:00 GMT,+4080.64,+2841.47,+2448.38,+7.89366,+415.146,+204.76,-104.599,+7.25338,-15.6626
2019-04-21 00:45:00 GMT,+4108.91,+2871.98,+2465.35,+0,+415.146,+205.031,-104.767,+7.30571,-15.7573
2019-04-21 00:46:00 GMT,+4108.91,+2871.98,+2465.35,+0,+415.146,+205.031,-104.767,+7.30571,-15.7573
2019-04-21 00:47:00 GMT,+4108.91,+2871.98,+2465.35,+0,+415.146,+205.031,-104.767,+7.30571,-15.7573
2019-04-21 00:48:00 GMT,+4108.91,+2871.98,+2465.35,+0,+415.146,+205.031,-104.767,+7.30571,-15.7573
2019-04-21 00:49:00 GMT,+4108.91,+2871.98,+2465.35,+0,+415.146,+205.031,-104.767,+7.30571,-15.7573
2019-04-21 00:50:00 GMT,+4122.13,+2882.56,+2473.28,+0,+415.146,+205.39,-105.092,+7.30747,-15.7809
2019-04-21 00:51:00 GMT,+4122.13,+2882.56,+2473.28,+0,+415.146,+205.39,-105.092,+7.30747,-15.7809
2019-04-21 00:52:00 GMT,+4122.13,+2882.56,+2473.28,+0,+415.146,+205.39,-105.092,+7.30747,-15.7809
2019-04-21 00:53:00 GMT,+4122.13,+2881.4,+2473.28,+1.16067,+415.146,+205.395,-105.093,+7.30592,-15.7798
2019-04-21 00:54:00 GMT,+4122.13,+2875.66,+2473.28,+6.90232,+415.146,+205.42,-105.098,+7.29825,-15.7741
2019-04-21 00:55:00 GMT,+4110.82,+2865.31,+2466.49,+8.18774,+415.146,+205.67,-105.181,+7.26954,-15.7102
2019-04-21 00:56:00 GMT,+4110.82,+2869.77,+2466.49,+3.74313,+415.146,+205.65,-105.178,+7.27547,-15.7146
2019-04-21 00:57:00 GMT,+4110.82,+2873.51,+2466.49,+0,+415.146,+205.634,-105.175,+7.28047,-15.7183
2019-04-21 00:58:00 GMT,+4110.82,+2873.51,+2466.49,+0,+415.146,+205.634,-105.175,+7.28047,-15.7183
2019-04-21 00:59:00 GMT,+4110.82,+2870.91,+2466.49,+2.60582,+415.146,+205.645,-105.177,+7.27699,-15.7157
2019-04-21 01:00:00 GMT,+4136.32,+2891.34,+2481.79,+2.57009,+415.146,+205.794,-105.225,+7.3223,-15.8035
2019-04-21 01:01:00 GMT,+4136.32,+2892.45,+2481.79,+1.4599,+415.146,+205.79,-105.224,+7.32378,-15.8046
2019-04-21 01:02:00 GMT,+4136.32,+2893.9,+2481.79,+0.0116787,+415.146,+205.783,-105.223,+7.32571,-15.8061
2019-04-21 01:03:00 GMT,+4136.32,+2893.91,+2481.79,+0,+415.146,+205.783,-105.223,+7.32573,-15.8061
2019-04-21 01:04:00 GMT,+4136.32,+2893.91,+2481.79,+0,+415.146,+205.783,-105.223,+7.32573,-15.8061
2019-04-21 01:05:00 GMT,+4110.26,+2873.06,+2466.16,+0,+415.146,+205.851,-105.23,+7.27592,-15.6997
2019-04-21 01:06:00 GMT,+4110.26,+2873.06,+2466.16,+0,+415.146,+205.851,-105.23,+7.27592,-15.6997
2019-04-21 01:07:00 GMT,+4110.26,+2873.06,+2466.16,+0,+415.146,+205.851,-105.23,+7.27592,-15.6997
2019-04-21 01:08:00 GMT,+4110.26,+2873.06,+2466.16,+0,+415.146,+205.851,-105.23,+7.27592,-15.6997
2019-04-21 01:09:00 GMT,+4110.26,+2873.06,+2466.16,+0,+415.146,+205.851,-105.23,+7.27592,-15.6997
2019-04-21 01:10:00 GMT,+4124.13,+2884.16,+2474.48,+0,+415.146,+205.663,-105.118,+7.31013,-15.768
2019-04-21 01:11:00 GMT,+4124.13,+2884.16,+2474.48,+0,+415.146,+205.663,-105.118,+7.31013,-15.768
2019-04-21 01:12:00 GMT,+4124.13,+2884.16,+2474.48,+0,+415.146,+205.663,-105.118,+7.31013,-15.768
2019-04-21 01:13:00 GMT,+4124.13,+2884.16,+2474.48,+0,+415.146,+205.663,-105.118,+7.31013,-15.768
2019-04-21 01:14:00 GMT,+4124.13,+2884.16,+2474.48,+0,+415.146,+205.663,-105.118,+7.31013,-15.768
2019-04-21 01:15:00 GMT,+4100.71,+2865.42,+2460.43,+0,+415.146,+205.767,-105.204,+7.25942,-15.669
2019-04-21 01:16:00 GMT,+4100.71,+2865.42,+2460.43,+0,+415.146,+205.767,-105.204,+7.25942,-15.669
2019-04-21 01:17:00 GMT,+4100.71,+2865.42,+2460.43,+0,+415.146,+205.767,-105.204,+7.25942,-15.669
2019-04-21 01:18:00 GMT,+4100.71,+2865.42,+2460.43,+0,+415.146,+205.767,-105.204,+7.25942,-15.669
2019-04-21 01:19:00 GMT,+4100.71,+2865.42,+2460.43,+0,+415.146,+205.767,-105.204,+7.25942,-15.669
2019-04-21 01:20:00 GMT,+4119.18,+2880.2,+2471.51,+0,+415.146,+205.688,-105.176,+7.29642,-15.7467
2019-04-21 01:21:00 GMT,+4119.18,+2880.2,+2471.51,+0,+415.146,+205.688,-105.176,+7.29642,-15.7467
2019-04-21 01:22:00 GMT,+4119.18,+2880.2,+2471.51,+0,+415.146,+205.688,-105.176,+7.29642,-15.7467
2019-04-21 01:23:00 GMT,+4119.18,+2880.2,+2471.51,+0,+415.146,+205.688,-105.176,+7.29642,-15.7467
2019-04-21 01:24:00 GMT,+4119.18,+2880.2,+2471.51,+0,+415.146,+205.688,-105.176,+7.29642,-15.7467
2019-04-21 01:25:00 GMT,+4108.66,+2871.78,+2465.2,+0,+415.146,+205.784,-105.329,+7.26522,-15.6982
2019-04-21 01:26:00 GMT,+4108.66,+2871.78,+2465.2,+0,+415.146,+205.784,-105.329,+7.26522,-15.6982
2019-04-21 01:27:00 GMT,+4108.66,+2871.78,+2465.2,+0,+415.146,+205.784,-105.329,+7.26522,-15.6982
2019-04-21 01:28:00 GMT,+4108.66,+2871.78,+2465.2,+0,+415.146,+205.784,-105.329,+7.26522,-15.6982
2019-04-21 01:29:00 GMT,+4108.66,+2871.78,+2465.2,+0,+415.146,+205.784,-105.329,+7.26522,-15.6982
2019-04-21 01:30:00 GMT,+4089.62,+2856.55,+2453.77,+0,+415.146,+205.802,-105.459,+7.21952,-15.6225
2019-04-21 01:31:00 GMT,+4089.62,+2856.55,+2453.77,+0,+415.146,+205.802,-105.459,+7.21952,-15.6225
2019-04-21 01:32:00 GMT,+4089.62,+2856.55,+2453.77,+0,+415.146,+205.802,-105.459,+7.21952,-15.6225
2019-04-21 01:33:00 GMT,+4089.62,+2856.55,+2453.77,+0,+415.146,+205.802,-105.459,+7.21952,-15.6225
2019-04-21 01:34:00 GMT,+4089.62,+2856.55,+2453.77,+0,+415.146,+205.802,-105.459,+7.21952,-15.6225
2019-04-21 01:35:00 GMT,+4047.49,+2822.84,+2428.49,+0,+415.146,+205.667,-105.465,+7.13878,-15.4686
2019-04-21 01:36:00 GMT,+4047.49,+2822.84,+2428.49,+0,+415.146,+205.667,-105.465,+7.13878,-15.4686
2019-04-21 01:37:00 GMT,+4047.49,+2822.84,+2428.49,+0,+415.146,+205.667,-105.465,+7.13878,-15.4686
2019-04-21 01:38:00 GMT,+4047.49,+2822.84,+2428.49,+0,+415.146,+205.667,-105.465,+7.13878,-15.4686
2019-04-21 01:39:00 GMT,+4047.49,+2822.84,+2428.49,+0,+415.146,+205.667,-105.465,+7.13878,-15.4686
2019-04-21 01:40:00 GMT,+3993.94,+2780,+2396.36,+0,+415.146,+205.716,-105.52,+7.03343,-15.2566
2019-04-21 01:41:00 GMT,+3993.94,+2780,+2396.36,+0,+415.146,+205.716,-105.52,+7.03343,-15.2566
2019-04-21 01:42:00 GMT,+3993.94,+2780,+2396.36,+0,+415.146,+205.716,-105.52,+7.03343,-15.2566
2019-04-21 01:43:00 GMT,+3993.94,+2780,+2396.36,+0,+415.146,+205.716,-105.52,+7.03343,-15.2566
2019-04-21 01:44:00 GMT,+3993.94,+2780,+2396.36,+0,+415.146,+205.716,-105.52,+7.03343,-15.2566
2019-04-21 01:45:00 GMT,+3970.99,+2761.64,+2382.59,+0,+415.146,+205.732,-105.556,+6.9874,-15.1661
2019-04-21 01:46:00 GMT,+3970.99,+2761.64,+2382.59,+0,+415.146,+205.732,-105.556,+6.9874,-15.1661
2019-04-21 01:47:00 GMT,+3970.99,+2761.64,+2382.59,+0,+415.146,+205.732,-105.556,+6.9874,-15.1661
2019-04-21 01:48:00 GMT,+3970.99,+2761.64,+2382.59,+0,+415.146,+205.732,-105.556,+6.9874,-15.1661
2019-04-21 01:49:00 GMT,+3970.99,+2761.64,+2382.59,+0,+415.146,+205.732,-105.556,+6.9874,-15.1661
2019-04-21 01:50:00 GMT,+4003.41,+2787.58,+2402.05,+0,+415.146,+205.736,-105.509,+7.05227,-15.2921
2019-04-21 01:51:00 GMT,+4003.41,+2787.58,+2402.05,+0,+415.146,+205.736,-105.509,+7.05227,-15.2921
2019-04-21 01:52:00 GMT,+4003.41,+2787.58,+2402.05,+0,+415.146,+205.736,-105.509,+7.05227,-15.2921
2019-04-21 01:53:00 GMT,+4003.41,+2787.58,+2402.05,+0,+415.146,+205.736,-105.509,+7.05227,-15.2921
2019-04-21 01:54:00 GMT,+4003.41,+2787.58,+2402.05,+0,+415.146,+205.736,-105.509,+7.05227,-15.2921
2019-04-21 01:55:00 GMT,+3962.82,+2755.11,+2377.69,+0,+415.146,+205.796,-105.463,+6.97885,-15.13
2019-04-21 01:56:00 GMT,+3962.82,+2755.11,+2377.69,+0,+415.146,+205.796,-105.463,+6.97885,-15.13
2019-04-21 01:57:00 GMT,+3962.82,+2755.11,+2377.69,+0,+415.146,+205.796,-105.463,+6.97885,-15.13
2019-04-21 01:58:00 GMT,+3962.82,+2755.11,+2377.69,+0,+415.146,+205.796,-105.463,+6.97885,-15.13
2019-04-21 01:59:00 GMT,+3962.82,+2755.11,+2377.69,+0,+415.146,+205.796,-105.463,+6.97885,-15.13
2019-04-21 02:00:00 GMT,+3997.57,+2782.91,+2398.54,+0,+415.146,+205.846,-105.482,+7.04349,-15.2614
2019-04-21 02:01:00 GMT,+3997.57,+2782.91,+2398.54,+0,+415.146,+205.846,-105.482,+7.04349,-15.2614
2019-04-21 02:02:00 GMT,+3997.57,+2782.91,+2398.54,+0,+415.146,+205.846,-105.482,+7.04349,-15.2614
2019-04-21 02:03:00 GMT,+3997.57,+2782.91,+2398.54,+0,+415.146,+205.846,-105.482,+7.04349,-15.2614
2019-04-21 02:04:00 GMT,+3997.57,+2782.91,+2398.54,+0,+415.146,+205.846,-105.482,+7.04349,-15.2614
2019-04-21 02:05:00 GMT,+3971.47,+2762.03,+2382.88,+0,+415.146,+205.938,-105.545,+6.98973,-15.1532
2019-04-21 02:06:00 GMT,+3971.47,+2762.03,+2382.88,+0,+415.146,+205.938,-105.545,+6.98973,-15.1532
2019-04-21 02:07:00 GMT,+3971.47,+2762.03,+2382.88,+0,+415.146,+205.938,-105.545,+6.98973,-15.1532
2019-04-21 02:08:00 GMT,+3971.47,+2762.03,+2382.88,+0,+415.146,+205.938,-105.545,+6.98973,-15.1532
2019-04-21 02:09:00 GMT,+3971.47,+2762.03,+2382.88,+0,+415.146,+205.938,-105.545,+6.98973,-15.1532
2019-04-21 02:10:00 GMT,+3974.38,+2764.36,+2384.63,+0,+415.146,+206.013,-105.617,+6.99025,-15.1589
2019-04-21 02:11:00 GMT,+3974.38,+2764.36,+2384.63,+0,+415.146,+206.013,-105.617,+6.99025,-15.1589
2019-04-21 02:12:00 GMT,+3974.38,+2764.36,+2384.63,+0,+415.146,+206.013,-105.617,+6.99025,-15.1589
2019-04-21 02:13:00 GMT,+3974.38,+2764.36,+2384.63,+0,+415.146,+206.013,-105.617,+6.99025,-15.1589
2019-04-21 02:14:00 GMT,+3974.38,+2764.36,+2384.63,+0,+415.146,+206.013,-105.617,+6.99025,-15.1589
2019-04-21 02:15:00 GMT,+3986.95,+2774.41,+2392.17,+0,+415.146,+206.228,-105.808,+7.00096,-15.1916
2019-04-21 02:16:00 GMT,+3986.95,+2774.41,+2392.17,+0,+415.146,+206.228,-105.808,+7.00096,-15.1916
2019-04-21 02:17:00 GMT,+3986.95,+2774.41,+2392.17,+0,+415.146,+206.228,-105.808,+7.00096,-15.1916
2019-04-21 02:18:00 GMT,+3986.95,+2774.41,+2392.17,+0,+415.146,+206.228,-105.808,+7.00096,-15.1916
2019-04-21 02:19:00 GMT,+3986.95,+2774.41,+2392.17,+0,+415.146,+206.228,-105.808,+7.00096,-15.1916
2019-04-21 02:20:00 GMT,+3984.95,+2772.81,+2390.97,+0,+415.146,+206.224,-105.852,+6.99399,-15.184
2019-04-21 02:21:00 GMT,+3984.95,+2772.81,+2390.97,+0,+415.146,+206.224,-105.852,+6.99399,-15.184
2019-04-21 02:22:00 GMT,+3984.95,+2772.81,+2390.97,+0,+415.146,+206.224,-105.852,+6.99399,-15.184
2019-04-21 02:23:00 GMT,+3984.95,+2772.81,+2390.97,+0,+415.146,+206.224,-105.852,+6.99399,-15.184
2019-04-21 02:24:00 GMT,+3984.95,+2772.81,+2390.97,+0,+415.146,+206.224,-105.852,+6.99399,-15.184
2019-04-21 02:25:00 GMT,+3955.39,+2749.16,+2373.23,+0,+415.146,+206.156,-105.909,+6.93384,-15.074
2019-04-21 02:26:00 GMT,+3955.39,+2749.16,+2373.23,+0,+415.146,+206.156,-105.909,+6.93384,-15.074
2019-04-21 02:27:00 GMT,+3955.39,+2749.16,+2373.23,+0,+415.146,+206.156,-105.909,+6.93384,-15.074
2019-04-21 02:28:00 GMT,+3955.39,+2749.16,+2373.23,+0,+415.146,+206.156,-105.909,+6.93384,-15.074
2019-04-21 02:29:00 GMT,+3955.39,+2749.16,+2373.23,+0,+415.146,+206.156,-105.909,+6.93384,-15.074
2019-04-21 02:30:00 GMT,+3961.06,+2753.71,+2376.64,+0,+415.146,+206.251,-105.888,+6.9464,-15.0893
2019-04-21 02:31:00 GMT,+3961.06,+2753.71,+2376.64,+0,+415.146,+206.251,-105.888,+6.9464,-15.0893
2019-04-21 02:32:00 GMT,+3961.06,+2753.71,+2376.64,+0,+415.146,+206.251,-105.888,+6.9464,-15.0893
2019-04-21 02:33:00 GMT,+3961.06,+2753.71,+2376.64,+0,+415.146,+206.251,-105.888,+6.9464,-15.0893
2019-04-21 02:34:00 GMT,+3961.06,+2753.71,+2376.64,+0,+415.146,+206.251,-105.888,+6.9464,-15.0893
2019-04-21 02:35:00 GMT,+4008.08,+2791.32,+2404.85,+0,+415.146,+206.263,-105.903,+7.03407,-15.2707
2019-04-21 02:36:00 GMT,+4008.08,+2791.32,+2404.85,+0,+415.146,+206.263,-105.903,+7.03407,-15.2707
2019-04-21 02:37:00 GMT,+4008.08,+2791.32,+2404.85,+0,+415.146,+206.263,-105.903,+7.03407,-15.2707
2019-04-21 02:38:00 GMT,+4008.08,+2791.32,+2404.85,+0,+415.146,+206.263,-105.903,+7.03407,-15.2707
2019-04-21 02:39:00 GMT,+4008.08,+2791.32,+2404.85,+0,+415.146,+206.263,-105.903,+7.03407,-15.2707
2019-04-21 02:40:00 GMT,+4045.37,+2821.15,+2427.22,+0,+415.146,+206.276,-105.873,+7.10667,-15.4145
2019-04-21 02:41:00 GMT,+4045.37,+2821.15,+2427.22,+0,+415.146,+206.276,-105.873,+7.10667,-15.4145
2019-04-21 02:42:00 GMT,+4045.37,+2821.15,+2427.22,+0,+415.146,+206.276,-105.873,+7.10667,-15.4145
2019-04-21 02:43:00 GMT,+4045.37,+2821.15,+2427.22,+0,+415.146,+206.276,-105.873,+7.10667,-15.4145
2019-04-21 02:44:00 GMT,+4045.37,+2821.15,+2427.22,+0,+415.146,+206.276,-105.873,+7.10667,-15.4145
2019-04-21 02:45:00 GMT,+4017.62,+2798.95,+2410.57,+0,+415.146,+206.376,-105.924,+7.0509,-15.2994
2019-04-21 02:46:00 GMT,+4017.62,+2798.95,+2410.57,+0,+415.146,+206.376,-105.924,+7.0509,-15.2994
2019-04-21 02:47:00 GMT,+4017.62,+2798.95,+2410.57,+0,+415.146,+206.376,-105.924,+7.0509,-15.2994
2019-04-21 02:48:00 GMT,+4017.62,+2798.95,+2410.57,+0,+415.146,+206.376,-105.924,+7.0509,-15.2994
2019-04-21 02:49:00 GMT,+4017.62,+2798.95,+2410.57,+0,+415.146,+206.376,-105.924,+7.0509,-15.2994
2019-04-21 02:50:00 GMT,+3985.57,+2773.31,+2391.34,+0,+415.146,+206.472,-106.013,+6.98431,-15.168
2019-04-21 02:51:00 GMT,+3985.57,+2773.31,+2391.34,+0,+415.146,+206.472,-106.013,+6.98431,-15.168
2019-04-21 02:52:00 GMT,+3985.57,+2773.31,+2391.34,+0,+415.146,+206.472,-106.013,+6.98431,-15.168
2019-04-21 02:53:00 GMT,+3985.57,+2773.31,+2391.34,+0,+415.146,+206.472,-106.013,+6.98431,-15.168
2019-04-21 02:54:00 GMT,+3985.57,+2773.31,+2391.34,+0,+415.146,+206.472,-106.013,+6.98431,-15.168
2019-04-21 02:55:00 GMT,+3953.17,+2747.39,+2371.9,+0,+415.146,+206.56,-106.062,+6.92003,-15.0361
2019-04-21 02:56:00 GMT,+3953.17,+2747.39,+2371.9,+0,+415.146,+206.56,-106.062,+6.92003,-15.0361
2019-04-21 02:57:00 GMT,+3953.17,+2747.39,+2371.9,+0,+415.146,+206.56,-106.062,+6.92003,-15.0361
2019-04-21 02:58:00 GMT,+3953.17,+2747.39,+2371.9,+0,+415.146,+206.56,-106.062,+6.92003,-15.0361
2019-04-21 02:59:00 GMT,+3953.17,+2747.39,+2371.9,+0,+415.146,+206.56,-106.062,+6.92003,-15.0361
2019-04-21 03:00:00 GMT,+3933.06,+2731.3,+2359.84,+0,+415.146,+206.626,-106.053,+6.88298,-14.9536
2019-04-21 03:01:00 GMT,+3933.06,+2731.3,+2359.84,+0,+415.146,+206.626,-106.053,+6.88298,-14.9536
2019-04-21 03:02:00 GMT,+3933.06,+2731.3,+2359.84,+0,+415.146,+206.626,-106.053,+6.88298,-14.9536
2019-04-21 03:03:00 GMT,+3933.06,+2731.3,+2359.84,+0,+415.146,+206.626,-106.053,+6.88298,-14.9536
2019-04-21 03:04:00 GMT,+3933.06,+2731.3,+2359.84,+0,+415.146,+206.626,-106.053,+6.88298,-14.9536
2019-04-21 03:05:00 GMT,+3965.1,+2756.93,+2379.06,+0,+415.146,+206.665,-106.058,+6.94311,-15.0748
2019-04-21 03:06:00 GMT,+3965.1,+2756.93,+2379.06,+0,+415.146,+206.665,-106.058,+6.94311,-15.0748
2019-04-21 03:07:00 GMT,+3965.1,+2756.93,+2379.06,+0,+415.146,+206.665,-106.058,+6.94311,-15.0748
2019-04-21 03:08:00 GMT,+3965.1,+2756.93,+2379.06,+0,+415.146,+206.665,-106.058,+6.94311,-15.0748
2019-04-21 03:09:00 GMT,+3965.1,+2756.93,+2379.06,+0,+415.146,+206.665,-106.058,+6.94311,-15.0748
2019-04-21 03:10:00 GMT,+3931.01,+2729.66,+2358.61,+0,+415.146,+206.567,-105.99,+6.88334,-14.95
2019-04-21 03:11:00 GMT,+3931.01,+2729.66,+2358.61,+0,+415.146,+206.567,-105.99,+6.88334,-14.95
2019-04-21 03:12:00 GMT,+3931.01,+2729.66,+2358.61,+0,+415.146,+206.567,-105.99,+6.88334,-14.95
2019-04-21 03:13:00 GMT,+3931.01,+2729.66,+2358.61,+0,+415.146,+206.567,-105.99,+6.88334,-14.95
2019-04-21 03:14:00 GMT,+3931.01,+2729.66,+2358.61,+0,+415.146,+206.567,-105.99,+6.88334,-14.95
2019-04-21 03:15:00 GMT,+3941.69,+2738.21,+2365.02,+0,+415.146,+206.612,-106.067,+6.89819,-14.9879
2019-04-21 03:16:00 GMT,+3941.69,+2738.21,+2365.02,+0,+415.146,+206.612,-106.067,+6.89819,-14.9879
2019-04-21 03:17:00 GMT,+3941.69,+2738.21,+2365.02,+0,+415.146,+206.612,-106.067,+6.89819,-14.9879
2019-04-21 03:18:00 GMT,+3941.69,+2738.21,+2365.02,+0,+415.146,+206.612,-106.067,+6.89819,-14.9879
2019-04-21 03:19:00 GMT,+3941.69,+2738.21,+2365.02,+0,+415.146,+206.612,-106.067,+6.89819,-14.9879
2019-04-21 03:20:00 GMT,+3965.29,+2757.09,+2379.17,+0,+415.146,+206.665,-106.083,+6.94169,-15.0755
2019-04-21 03:21:00 GMT,+3965.29,+2757.09,+2379.17,+0,+415.146,+206.665,-106.083,+6.94169,-15.0755
2019-04-21 03:22:00 GMT,+3965.29,+2757.09,+2379.17,+0,+415.146,+206.665,-106.083,+6.94169,-15.0755
2019-04-21 03:23:00 GMT,+3965.29,+2757.09,+2379.17,+0,+415.146,+206.665,-106.083,+6.94169,-15.0755
2019-04-21 03:24:00 GMT,+3965.29,+2757.09,+2379.17,+0,+415.146,+206.665,-106.083,+6.94169,-15.0755
2019-04-21 03:25:00 GMT,+4006.03,+2789.68,+2403.62,+0,+415.146,+206.501,-105.899,+7.03119,-15.2455
2019-04-21 03:26:00 GMT,+4006.03,+2789.68,+2403.62,+0,+415.146,+206.501,-105.899,+7.03119,-15.2455
2019-04-21 03:27:00 GMT,+4006.03,+2789.68,+2403.62,+0,+415.146,+206.501,-105.899,+7.03119,-15.2455
2019-04-21 03:28:00 GMT,+4006.03,+2789.68,+2403.62,+0,+415.146,+206.501,-105.899,+7.03119,-15.2455
